          Hostname                         Filesystem  Size   Used Avail Use%                                                                                                                        Mounted on
0            ubred                              tmpfs   97M   4.1M   93M   5%                                                                                                                              /run
42        db-svr02                               udev  959M      0  959M   0%                                                                                                                              /dev
43        db-svr02                              tmpfs  198M   600K  197M   1%                                                                                                                              /run
44        db-svr02     /dev/mapper/db--svr02--vg-root   29G   3.8G   24G  14%                                                                                                                                 /
45        db-svr02                              tmpfs  987M      0  987M   0%                                                                                                                          /dev/shm
46        db-svr02                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
47        db-svr02                              tmpfs  1.0M      0  1.0M   0%                                                                                         /run/credentials/systemd-journald.service
48        db-svr02                              tmpfs  987M   124K  987M   1%                                                                                                                              /tmp
49        db-svr02                          /dev/sda1  943M   136M  743M  16%                                                                                                                             /boot
50        db-svr02                              tmpfs  1.0M      0  1.0M   0%                                                                                               /run/credentials/getty@tty1.service
51        db-svr02                            overlay   29G   3.8G   24G  14%                                  /var/lib/docker/overlay2/d4c7d611b4afece1e06d4a760198aa27691eb942d29abe1527c1cc212a7431d7/merged
52        db-svr02                              tmpfs  198M   8.0K  198M   1%                                                                                                                    /run/user/1001
53   mtg-webserver                              tmpfs  197M   1.1M  196M   1%                                                                                                                              /run
54   mtg-webserver  /dev/mapper/ubuntu--vg-ubuntu--lv   30G   6.6G   22G  24%                                                                                                                                 /
55   mtg-webserver                              tmpfs  984M      0  984M   0%                                                                                                                          /dev/shm
56   mtg-webserver                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
57   mtg-webserver                          /dev/sda2  2.0G   197M  1.6G  11%                                                                                                                             /boot
58   mtg-webserver                            overlay   30G   6.6G   22G  24%                                  /var/lib/docker/overlay2/be0ebd126ecf0eb04e972dd0cb61daecc71e07c0dcd8c1ac4e89aa92122b36db/merged
59   mtg-webserver                              tmpfs  197M    12K  197M   1%                                                                                                                    /run/user/1001
60     file-server                              tmpfs  197M   4.4M  193M   3%                                                                                                                              /run
61     file-server  /dev/mapper/ubuntu--vg-ubuntu--lv  160G    51G  102G  34%                                                                                                                                 /
62     file-server                              tmpfs  984M      0  984M   0%                                                                                                                          /dev/shm
63     file-server                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
64     file-server                          /dev/sda2  2.0G   197M  1.6G  11%                                                                                                                             /boot
65     file-server                            overlay  160G    51G  102G  34%                                  /var/lib/docker/overlay2/e614a99ec6331bed8ad8b8a600b71be8a11c5b9f6beeafd6dfbca997bcbaafa5/merged
66     file-server                              tmpfs  197M    12K  197M   1%                                                                                                                    /run/user/1001
67          debRed                               udev  456M      0  456M   0%                                                                                                                              /dev
68          debRed                              tmpfs   97M   516K   97M   1%                                                                                                                              /run
69          debRed        /dev/mapper/debRed--vg-root   29G   2.0G   26G   8%                                                                                                                                 /
70          debRed                              tmpfs  484M      0  484M   0%                                                                                                                          /dev/shm
71          debRed                              tmpfs  1.0M      0  1.0M   0%                                                                                         /run/credentials/systemd-journald.service
72          debRed                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
73          debRed                              tmpfs  484M   124K  484M   1%                                                                                                                              /tmp
74          debRed                          /dev/sda1  943M   197M  681M  23%                                                                                                                             /boot
75          debRed                              tmpfs  1.0M      0  1.0M   0%                                                                                               /run/credentials/getty@tty1.service
76          debRed                              tmpfs   97M   8.0K   97M   1%                                                                                                                    /run/user/1000
77          debRed                              tmpfs   97M   8.0K   97M   1%                                                                                                                    /run/user/1001
78    cloudcity-01                              tmpfs   97M   1.3M   95M   2%                                                                                                                              /run
79    cloudcity-01  /dev/mapper/ubuntu--vg-ubuntu--lv   30G   8.0G   20G  29%                                                                                                                                 /
80    cloudcity-01                              tmpfs  481M      0  481M   0%                                                                                                                          /dev/shm
81    cloudcity-01                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
82    cloudcity-01                          /dev/sda2  2.0G   197M  1.6G  11%                                                                                                                             /boot
83    cloudcity-01                            overlay   30G   8.0G   20G  29%                                  /var/lib/docker/overlay2/3cf9eece112c472d2a5860c865d455ab3340f782f27936ac8789884a2843ba39/merged
84    cloudcity-01                            overlay   30G   8.0G   20G  29%                                  /var/lib/docker/overlay2/36b4e0f76c2179a89c74cbcb01252e814c2b8a97b3b5f3845b9877cc4c6688ea/merged
85    cloudcity-01                              tmpfs   97M    12K   97M   1%                                                                                                                    /run/user/1001
86       mandalore                              tmpfs  298M   2.9M  295M   1%                                                                                                                              /run
87       mandalore  /dev/mapper/ubuntu--vg-ubuntu--lv   61G    22G   37G  38%                                                                                                                                 /
88       mandalore                              tmpfs  1.5G      0  1.5G   0%                                                                                                                          /dev/shm
89       mandalore                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
90       mandalore                          /dev/sda2  2.0G   197M  1.6G  11%                                                                                                                             /boot
91       mandalore                                shm   64M      0   64M   0%          /run/containerd/io.containerd.grpc.v1.cri/sandboxes/a100dde41df83afb54573534445a8957c481f04bbdd466bddff41cab057b9feb/shm
92       mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/a100dde41df83afb54573534445a8957c481f04bbdd466bddff41cab057b9feb/rootfs
93       mandalore                                shm   64M      0   64M   0%          /run/containerd/io.containerd.grpc.v1.cri/sandboxes/ae6d50f531fbcc1e1b68933f8904eed9501f3be38509a58634ca83ef99bb495f/shm
94       mandalore                                shm   64M      0   64M   0%          /run/containerd/io.containerd.grpc.v1.cri/sandboxes/05b01945a0c1b8d9ff074b2a4f495fba690a90b8481b734b00f899e239e094ee/shm
95       mandalore                                shm   64M      0   64M   0%          /run/containerd/io.containerd.grpc.v1.cri/sandboxes/9b91f2f1cd2619a52175b944db30fc4f1c0d48ca0e6aa9078b4c1b7b0f54cef6/shm
96       mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/ae6d50f531fbcc1e1b68933f8904eed9501f3be38509a58634ca83ef99bb495f/rootfs
97       mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/05b01945a0c1b8d9ff074b2a4f495fba690a90b8481b734b00f899e239e094ee/rootfs
98       mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/9b91f2f1cd2619a52175b944db30fc4f1c0d48ca0e6aa9078b4c1b7b0f54cef6/rootfs
99       mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/4f90c728bff620aeccbb4a5dcca76282d70b2c6e9766af06400a076dbed1dc0a/rootfs
100      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/0ff5055c8c7a18621231e9fff4ff36b3a60e47bf13934bed989f43d94653bc25/rootfs
101      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/00afec71e6d8b52915e328bc1e8aecabe217d4eee9d9345a1cf1ee8dcc2be4c9/rootfs
102      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/d3751a1aa538ba324da51e313c507951760be034dc4109940d11770eaf283e52/rootfs
103      mandalore                              tmpfs  2.9G   4.0K  2.9G   1%                                /var/lib/kubelet/pods/73ad770e-6336-4c68-917c-5b64d31f77a6/volumes/kubernetes.io~secret/memberlist
104      mandalore                              tmpfs  170M    12K  170M   1%                  /var/lib/kubelet/pods/2e0c2f71-972f-42af-bdad-641bf2990a5b/volumes/kubernetes.io~projected/kube-api-access-7c785
105      mandalore                              tmpfs  2.9G    12K  2.9G   1%                  /var/lib/kubelet/pods/68cc7347-2854-479c-86fc-69a8a7739f6e/volumes/kubernetes.io~projected/kube-api-access-jqjfn
106      mandalore                              tmpfs  2.9G    12K  2.9G   1%                  /var/lib/kubelet/pods/d8bc43ff-72c6-404f-8f58-e1418c6261c3/volumes/kubernetes.io~projected/kube-api-access-c7bd4
107      mandalore                              tmpfs  170M    12K  170M   1%                  /var/lib/kubelet/pods/5c3c459a-39c8-485d-a169-57ae20fcac00/volumes/kubernetes.io~projected/kube-api-access-rvgrq
108      mandalore                              tmpfs  2.9G    12K  2.9G   1%                  /var/lib/kubelet/pods/73ad770e-6336-4c68-917c-5b64d31f77a6/volumes/kubernetes.io~projected/kube-api-access-245c9
109      mandalore                                shm   64M      0   64M   0%          /run/containerd/io.containerd.grpc.v1.cri/sandboxes/12ba2dac49b291cd8383075580e375713dffa6369f265aab47bac7b08e0da9b1/shm
110      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/12ba2dac49b291cd8383075580e375713dffa6369f265aab47bac7b08e0da9b1/rootfs
111      mandalore                                shm   64M      0   64M   0%          /run/containerd/io.containerd.grpc.v1.cri/sandboxes/23336ff4099bf005567a33bbc57cf026847f56d30eafb2fc69cbfe06939a45d6/shm
112      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/23336ff4099bf005567a33bbc57cf026847f56d30eafb2fc69cbfe06939a45d6/rootfs
113      mandalore                                shm   64M      0   64M   0%          /run/containerd/io.containerd.grpc.v1.cri/sandboxes/d738f26dd3455493cf6bf52c38265e43d334f972b040ea5611d3fc515f4f7ab2/shm
114      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/d738f26dd3455493cf6bf52c38265e43d334f972b040ea5611d3fc515f4f7ab2/rootfs
115      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/fd5606da242b812d9f6217137164063c83a8df7b4f3cc9bebbc4414d4ba4cb62/rootfs
116      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/378bb84151ea4cf5528c91abf9831d3ed9784ca38ddd07fcef2a8beb429c6d5e/rootfs
117      mandalore                                shm   64M      0   64M   0%          /run/containerd/io.containerd.grpc.v1.cri/sandboxes/1bf2bec638890b92881b997e068763c90e9ca417da2462a66aeeb3748dffa553/shm
118      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/1bf2bec638890b92881b997e068763c90e9ca417da2462a66aeeb3748dffa553/rootfs
119      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/b4309e6f2387c129fed794d4e49aafcf640dd1b501946b68fafa7e35dcd8e08d/rootfs
120      mandalore                                shm   64M      0   64M   0%          /run/containerd/io.containerd.grpc.v1.cri/sandboxes/08fc867429cb8aa8b2d35144c4b1edd4e8f4ce9dd3a610d661f252c4b36a1d74/shm
121      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/08fc867429cb8aa8b2d35144c4b1edd4e8f4ce9dd3a610d661f252c4b36a1d74/rootfs
122      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/86f1a3dedbe5896d0af71e796e472284c441cfb6e6fc232a3f985922bc8ea456/rootfs
123      mandalore                            overlay   61G    22G   37G  38%      /run/containerd/io.containerd.runtime.v2.task/k8s.io/50878e9b33bf6472afbe06c8ec0eae5f4d28c551b2341f8ceb90acdd54f3c024/rootfs
124      mandalore                            overlay   61G    22G   37G  38%                                  /var/lib/docker/overlay2/809f0e159ce301d6e6e539d571cc5a22068deea63e986782b04def58c92e621c/merged
125      mandalore                            overlay   61G    22G   37G  38%                                  /var/lib/docker/overlay2/45eb7ecd64f6342ad568243b4b279eebfb524eba8dc1b28e275278615ccf0e82/merged
126      mandalore                            overlay   61G    22G   37G  38%                                  /var/lib/docker/overlay2/e405127cda721a6861d07b83b1b4815870ac081dd1220d7b701c6814cba8b8a1/merged
127      mandalore                            overlay   61G    22G   37G  38%                                  /var/lib/docker/overlay2/b71fc52275f7809108b0a18150b696b19819e5f7bf56a738f5e9e7b504e7950f/merged
128      mandalore                              tmpfs  298M    12K  298M   1%                                                                                                                    /run/user/1001
129       db-svr01                               udev  959M      0  959M   0%                                                                                                                              /dev
130       db-svr01                              tmpfs  198M   600K  197M   1%                                                                                                                              /run
131       db-svr01     /dev/mapper/db--svr01--vg-root   29G   5.4G   22G  20%                                                                                                                                 /
132       db-svr01                              tmpfs  987M      0  987M   0%                                                                                                                          /dev/shm
133       db-svr01                              tmpfs  1.0M      0  1.0M   0%                                                                                         /run/credentials/systemd-journald.service
134       db-svr01                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
135       db-svr01                              tmpfs  987M   124K  987M   1%                                                                                                                              /tmp
136       db-svr01                          /dev/sda1  943M   136M  743M  16%                                                                                                                             /boot
137       db-svr01                              tmpfs  1.0M      0  1.0M   0%                                                                                               /run/credentials/getty@tty1.service
138       db-svr01                            overlay   29G   5.4G   22G  20%                                  /var/lib/docker/overlay2/d96cdd9269b6f953d1c33685c9983a7bd2eb71362669f93f0e1de334208b8f10/merged
139       db-svr01                              tmpfs  198M   8.0K  198M   1%                                                                                                                    /run/user/1001
140      dev-svr02                              tmpfs  392M   992K  391M   1%                                                                                                                              /run
141      dev-svr02  /dev/mapper/ubuntu--vg-ubuntu--lv   30G   6.5G   22G  24%                                                                                                                                 /
142      dev-svr02                              tmpfs  2.0G      0  2.0G   0%                                                                                                                          /dev/shm
143      dev-svr02                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
144      dev-svr02                          /dev/sda2  2.0G   102M  1.7G   6%                                                                                                                             /boot
145      dev-svr02                              tmpfs  392M    12K  392M   1%                                                                                                                    /run/user/1001
146          shire                              tmpfs  392M   1.2M  391M   1%                                                                                                                              /run
147          shire  /dev/mapper/ubuntu--vg-ubuntu--lv   61G    14G   44G  24%                                                                                                                                 /
148          shire                              tmpfs  2.0G      0  2.0G   0%                                                                                                                          /dev/shm
149          shire                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
150          shire                          /dev/sda2  2.0G   197M  1.6G  11%                                                                                                                             /boot
151          shire                            overlay   61G    14G   44G  24%                                  /var/lib/docker/overlay2/e2768225e09e23462f296d5f686c62dbcda4acb41b619c487476f0ae87db7f4d/merged
152          shire                              tmpfs  392M    12K  392M   1%                                                                                                                    /run/user/1001
153      localhost            /dev/mapper/fedora-root   15G   2.8G   13G  19%                                                                                                                                 /
154      localhost                           devtmpfs  957M      0  957M   0%                                                                                                                              /dev
155      localhost                              tmpfs  978M      0  978M   0%                                                                                                                          /dev/shm
156      localhost                              tmpfs  391M  1016K  390M   1%                                                                                                                              /run
157      localhost                              tmpfs  1.0M      0  1.0M   0%                                                                                         /run/credentials/systemd-journald.service
158      localhost                              tmpfs  978M   124K  978M   1%                                                                                                                              /tmp
159      localhost                          /dev/sda2  2.0G   505M  1.5G  26%                                                                                                                             /boot
160      localhost                              tmpfs  1.0M      0  1.0M   0%                                                                                         /run/credentials/systemd-resolved.service
161      localhost                              tmpfs  1.0M      0  1.0M   0%                                                                                               /run/credentials/getty@tty1.service
162      localhost                              tmpfs  196M   4.0K  196M   1%                                                                                                                    /run/user/1000
163      localhost                              tmpfs  196M   4.0K  196M   1%                                                                                                                    /run/user/1001
164        dev-svr                               udev  456M      0  456M   0%                                                                                                                              /dev
165        dev-svr                              tmpfs   97M   512K   97M   1%                                                                                                                              /run
166        dev-svr      /dev/mapper/dev--svr--vg-root   29G   3.0G   25G  11%                                                                                                                                 /
167        dev-svr                              tmpfs  484M      0  484M   0%                                                                                                                          /dev/shm
168        dev-svr                              tmpfs  5.0M      0  5.0M   0%                                                                                                                         /run/lock
169        dev-svr                              tmpfs  1.0M      0  1.0M   0%                                                                                         /run/credentials/systemd-journald.service
170        dev-svr                              tmpfs  484M   124K  484M   1%                                                                                                                              /tmp
171        dev-svr                          /dev/sda1  943M   136M  743M  16%                                                                                                                             /boot
172        dev-svr                              tmpfs  1.0M      0  1.0M   0%                                                                                               /run/credentials/getty@tty1.service
173        dev-svr                              tmpfs   97M   8.0K   97M   1%                                                                                                                    /run/user/1000
174        dev-svr                              tmpfs   97M   8.0K   97M   1%                                                                                                                    /run/user/1001
